Polarity,Tweet
Positive,@tommcfly DomingÃ¯Â¿Â_o do FaustÃ¯Â¿Â_o is the worse program EVER! so why do you going back to SÃ¯Â¿Â_o Paulo?? Stay in Rio  btw  have good flight! X        
Positive,@xbreathexgx no your not. Your better          
Positive,Just completely schooled my family in scrabble! Thank you triple word score          
Positive,@WorksInProgress herrrrrro  i clicked the link to seaunicorns blog post -- too much goodness in one post          
Positive,@siiWRITESsongs  is just as random lol yaaaay you have a new pic/profile!! Cute!!          
Positive,I think is kinda cute actually          
Positive,Won at spades again last night...and had an amazing time.          
Positive,@ambertides Get any swimming in this week? I was able to last evening          
Positive,@AnaSerrano Hey girl! I have just the same feeling!  Sweet sweet dreams  Ill see you when you wake up         
Positive,@bella_marina was a bit tipsy last nite! Im never twittering under the influence again! Well  at least till the next time!         
Positive,Just picked up a bundle from Red Octane including GH: Metallica  drum set  and mic  only $.  Already have  guitars  so good for me.      
Positive,my brothers so nice. He brought me back a bag of candy from the bat-mitzvah that I missed because of the stupid SATs.          
Positive,@fredrikn : Travelling back to Stockhom for internet access?  Where did you move to?         
Positive,@dafferss ignore previous tweet  found you         
Positive,@ecnmst Loads of unis do foundation Medicine  which is  years instead of . Where they want candidates of non science backgrounds!         
Positive,@lindsaaay mall? yeah and samantha might come too          
Positive,@Hosannah Hmmm  he doesnt eat many banananas  he is a apple kinda guy  Do you know about the garlic thing?       
Positive,tomorrow is all about nd last day of school then chilling with my bro nd lawly for the day          
Positive,If youre not following @YasmineGalenorn Youre missing out on a fabulous author and a fun lady all around!   #followfriday         
Positive,@thecrazycook yeah.          
Positive,Watching The Muppet Show!  #fb         
Positive,its a beautiful day! . . and im sitting home doing nothing          
Positive,@cvegas when i was watching the photography  it totally reminded me of your pops....a man of great honor         
Positive,looks like Kobe and the Lakers got this!          
Positive,Hey @jonasbrothers *type your question here* #jonaslive Joe whats your favorite jamba juice smoothie? .. mines strawberry wild          
Positive,@CoachCharrise Morning Sunshine  Looking fwd to catching up on all ur news. How has slowing down been for u? Im stepping into my power!         
Positive,Have an awesome day twitter buddies          
Positive,@cincymom Were bringing some tissues!          
Positive,listenin  the veronicas now          
Positive,#WeTheKings Ã¢â„¢Â¥Ã¢â„¢Â¥ th year          
Positive,@lisaboyd I do custom PHP as a sub-consultant. I work with the companies (like you) to do the coding for them. Lemme know if you need me!          
Positive,@ukdavew off to sit on Wimbledon common... Love this weather!          
Positive,dammnnn the work day is too long.. double peoples pay and cut the hours in half.. more people will work then          
Positive,Im having sore throat from too much singing at a karaoke  but i enjoyed myself  though i sing horribly        
Positive,Wooohooo jackie home early means I can get home b Terminator  on Itv my fave          
Positive,I DIDNT LOSE MY IPOD! NICK HAD IT LOL          
Positive,@thisgoeshere headache is away now...   we have amazing weather here! Amazing blue sky :o)         
Positive,Seven miles to Texas!          
Positive,Today is AWESOME. I just got up  to a beautiful bright yellow Ukulele.         
Positive,@raincoaster How long are you guys at @theirishheather ?  Like to join you.          
Positive,Looking for graphic design work in belfast          
Positive,The Top  Social Media Stories this week  in case you need to catch up  : http://tinyurl.com/muzhm        
Positive,just woke up and feeling real good cause of krispy kreme. I WANT ME SOME DOUGHNUTS          
Positive,P.S. If hoes listened &amp; would stay off my twitter &amp; aim  they wouldnt have anything to worry about!! Now back to my beautiful sunday!         
Positive,@ekhazahar my cat!!          
Positive,I am getting ready to work then hopefully to just chill afterwards          
Positive,YAY!!  The tickets for the Download Festival have arrived!!           
Positive,said goodbye to sean and now gettiing ready to pick up colleen good weekend all in all amazing party friday night and another one tonight          
Positive,@newtwitts  youre ever so welcome!!           
Positive,@gtv_john thank you!          
Positive,Oh goodness  its the last monday of the school year YES! Tomorrows the last day         
Positive,@okieBubba No  no  youre doing it wrong. &quot;There be only  days til ye be speakin like a pyrat!&quot; Gotta practice.        
Positive,@donniewahlberg My friend &amp; I are in ATL. We had a * in West Palm &amp; missed meeting u. Would love to see u today! Can u hook us up?          
Positive,@PerezHilton so McFly @mcflymusic performed Star Girl with the @officialJobros today!  amazing much! write about it pleaseee          
Positive,@orangecaloy oh.. okay..          
Positive,Start of two weeks of earlies is soooo hard!! At least I have drinks with my best and a lovely dinner to look forward to!!          
Positive,@LadyRazzle Aww  I applaud myself for leaving the house. Im like a hermit crab         
Positive,@Uncleshag You too Sweetie. Dont over do the work or Ill come down there and shake you silly          
Positive,@LauraAWNTYM Of course dude  its my signature thing now  (with poor commentary too  youd be proud!)       
Positive,being bored. TONYS TONIGHT!          
Positive,SUNDAY!!          
Positive,raining in perth!          
Positive,will plurk out to concentrate with FreshMEAT stuff. (bye) message me in YM instead  http://plurk.com/p/ymj         
Positive,@joshuwaa I go every Thursday          
Positive,@abyssinian gudlak dyan  pre. isipin mo na lang  at least may gf kang kaaway. kaysa wala.        
Positive,@Blakesplace Congrats on the showcase!          
Positive,Hiding my &quot;cat ate teh canary&quot; look from my boss. Cant I just be happy to be here?          
Positive,@iantalbot  i love sound of fawning          
Positive,@VaneDEW I thought that was funny.. I had to comment on it  too bad andie and danniesgirl.. haha..         
Positive,@SantiAnimosity haha i know i go all latina hahah even though i didnt say nothin in spanish..anyways your totaly right!! Team Asher!!          
Positive,@_ashlE_ Thank you          
Positive,FINALLY made a facebook! Adddd meeee          
Positive,@theOlsens awsome.. i would love to meet you both!!!          
Positive,Sitting on my laptop at home  I love Ubuntus notification things  especially for twitter. Might switch my desktop from Arch...        
Positive,@adamjschmidt Of course  my time-wasting trivial issue might well be somebody elses most pressing problem. If only I were in charge...         
Positive,@cross_harps I didnt read the shoulder bit (so I cant know! haha) will start searching Viggo at toes and work my way up          
Positive,@EllenKelly thanks pal!          
Positive,finally getting off. sleeping in          
Positive,@Bootcoot Dannii Minogue...mmm! That would be a result  x         
Positive,Just watched the Google Wave demo from http://bit.ly/MmH and I must say  DANG! I cant wait till this thing gets released.         
Positive,@Shelley_Rae ahh Nice to meet you Shelly ) hehehe          
Positive,@dannygokey http://twitpic.com/rshi - those are awesome!  like the shirt too!         
Positive,ooops typo.. i meant &quot;quiet&quot; haha          
Positive,@sophied why would NASA lie?! Ive sent mine          
